Prov_Weather,Year_Weather,Precipitation,Temperature,Timeseries
Sicilia,1928,798.34,16.56,Historical
Sicilia,1929,552.76,15.79,Historical
Sicilia,1930,547.22,16.46,Historical
Sicilia,1931,699.79,16.47,Historical
Sicilia,1932,524.45,16.35,Historical
Sicilia,1933,567.44,15.98,Historical
Sicilia,1934,662.14,16.61,Historical
Sicilia,1935,494.72,16.3,Historical
Sicilia,1936,505.54,16.33,Historical
Sicilia,1937,438.28,16.63,Historical
Sicilia,1938,596.12,16.07,Historical
Sicilia,1939,585.74,16.28,Historical
Sicilia,1940,520.74,15.62,Historical
Sicilia,1941,557.95,16.0,Historical
Sicilia,1942,658.8,16.62,Historical
Sicilia,1943,561.86,17.07,Historical
Sicilia,1944,569.34,16.22,Historical
Sicilia,1945,428.17,16.58,Historical
Sicilia,1946,549.98,16.74,Historical
Sicilia,1947,265.67,17.16,Historical
Sicilia,1948,578.49,16.45,Historical
Sicilia,1949,519.48,16.47,Historical
Sicilia,1950,663.26,16.87,Historical
Sicilia,1951,649.21,16.35,Historical
Sicilia,1952,452.34,16.82,Historical
Sicilia,1953,828.53,15.92,Historical
Sicilia,1954,711.19,15.75,Historical
Sicilia,1955,623.05,16.73,Historical
Sicilia,1956,549.14,15.69,Historical
Sicilia,1957,626.51,16.12,Historical
Sicilia,1958,506.53,16.47,Historical
Sicilia,1959,621.81,16.17,Historical
Sicilia,1960,405.88,16.63,Historical
Sicilia,1961,392.0,16.59,Historical
Sicilia,1962,562.45,16.3,Historical
Sicilia,1963,482.92,16.19,Historical
Sicilia,1964,624.43,16.19,Historical
Sicilia,1965,553.7,15.96,Historical
Sicilia,1966,597.52,16.26,Historical
Sicilia,1967,412.0,16.32,Historical
Sicilia,1968,468.04,16.26,Historical
Sicilia,1969,644.62,16.03,Historical
Sicilia,1970,371.53,16.26,Historical
Sicilia,1971,576.59,15.94,Historical
Sicilia,1972,597.84,16.02,Historical
Sicilia,1973,619.97,16.25,Historical
Sicilia,1974,366.77,15.99,Historical
Sicilia,1975,600.41,16.06,Historical
Sicilia,1976,882.77,15.68,Historical
Sicilia,1977,346.22,16.55,Historical
Sicilia,1978,552.61,15.91,Historical
Sicilia,1979,670.07,16.46,Historical
Sicilia,1980,486.26,15.78,Historical
Sicilia,1981,317.51,16.27,Historical
Sicilia,1982,719.16,16.98,Historical
Sicilia,1983,542.74,16.48,Historical
Sicilia,1984,568.01,16.21,Historical
Sicilia,1985,564.49,16.81,Historical
Sicilia,1986,682.87,16.84,Historical
Sicilia,1987,415.06,16.94,Historical
Sicilia,1988,622.15,17.14,Historical
Sicilia,1989,442.77,16.62,Historical
Sicilia,1990,610.41,17.08,Historical
Sicilia,1991,604.4,16.28,Historical
Sicilia,1992,505.89,16.63,Historical
Sicilia,1993,538.37,16.63,Historical
Sicilia,1994,520.8,17.68,Historical
Sicilia,1995,572.51,16.73,Historical
Sicilia,1996,767.34,16.57,Historical
Sicilia,1997,596.89,17.01,Historical
Sicilia,1998,495.55,17.03,Historical
Sicilia,1999,523.52,17.54,Historical
Sicilia,2000,459.56,17.4,Historical
Sicilia,2001,476.12,17.62,Historical
Sicilia,2002,537.86,17.32,Historical
Sicilia,2003,678.16,17.49,Historical
Sicilia,2004,594.04,17.05,Historical
Sicilia,2005,604.33,16.8,Historical
Sicilia,2006,518.1,17.34,Historical
Sicilia,2007,614.92,17.46,Historical
Sicilia,2008,459.42,17.55,Historical
Sicilia,2009,764.69,17.38,Historical
Sicilia,2010,613.15,17.51,Historical
Sicilia,2011,556.45,17.22,Historical
Sicilia,2012,477.13,17.68,Historical
Sicilia,2013,476.1,17.5,Historical
Sicilia,2014,528.59,17.75,Historical
Sicilia,2015,580.26,17.7,Historical
Sicilia,2016,459.21,17.82,Historical
Sicilia,2017,378.05,17.5,Historical
Sicilia,2018,550.22,17.81,Historical
Sicilia,2019,490.24,17.68,Historical
Sicilia,2020,431.97,17.7,Historical
Tuscany,1901,950.59,11.6,Historical
Tuscany,1902,807.47,11.96,Historical
Tuscany,1903,818.16,12.04,Historical
Tuscany,1904,763.87,12.59,Historical
Tuscany,1905,1045.39,11.82,Historical
Tuscany,1906,756.71,11.91,Historical
Tuscany,1907,736.08,11.93,Historical
Tuscany,1908,643.66,11.71,Historical
Tuscany,1909,799.92,11.5,Historical
Tuscany,1910,1030.03,11.91,Historical
Tuscany,1911,859.54,12.54,Historical
Tuscany,1912,743.23,11.78,Historical
Tuscany,1913,754.43,12.07,Historical
Tuscany,1914,835.99,11.92,Historical
Tuscany,1915,1042.32,11.83,Historical
Tuscany,1916,948.98,12.38,Historical
Tuscany,1917,898.05,11.74,Historical
Tuscany,1918,676.84,11.97,Historical
Tuscany,1919,749.07,11.68,Historical
Tuscany,1920,849.25,13.02,Historical
Tuscany,1921,576.48,12.78,Historical
Tuscany,1922,673.85,11.94,Historical
Tuscany,1923,709.63,12.55,Historical
Tuscany,1924,699.3,12.26,Historical
Tuscany,1925,688.94,12.08,Historical
Tuscany,1926,850.69,12.78,Historical
Tuscany,1927,756.94,12.84,Historical
Tuscany,1928,870.41,12.72,Historical
Tuscany,1929,677.63,12.11,Historical
Tuscany,1930,761.18,12.74,Historical
Tuscany,1931,700.06,11.83,Historical
Tuscany,1932,810.09,12.23,Historical
Tuscany,1933,839.28,11.58,Historical
Tuscany,1934,855.31,12.86,Historical
Tuscany,1935,793.7,12.07,Historical
Tuscany,1936,813.19,12.39,Historical
Tuscany,1937,1147.48,12.42,Historical
Tuscany,1938,683.46,12.22,Historical
Tuscany,1939,864.37,12.11,Historical
Tuscany,1940,848.13,11.24,Historical
Tuscany,1941,897.63,11.62,Historical
Tuscany,1942,745.0,12.49,Historical
Tuscany,1943,731.05,13.17,Historical
Tuscany,1944,680.17,11.88,Historical
Tuscany,1945,460.66,12.8,Historical
Tuscany,1946,752.17,12.6,Historical
Tuscany,1947,800.91,12.95,Historical
Tuscany,1948,670.73,12.78,Historical
Tuscany,1949,745.23,12.89,Historical
Tuscany,1950,664.72,13.06,Historical
Tuscany,1951,899.84,12.73,Historical
Tuscany,1952,681.36,12.53,Historical
Tuscany,1953,719.43,12.48,Historical
Tuscany,1954,685.98,11.92,Historical
Tuscany,1955,739.7,12.47,Historical
Tuscany,1956,691.75,11.59,Historical
Tuscany,1957,651.58,12.51,Historical
Tuscany,1958,700.47,12.7,Historical
Tuscany,1959,847.54,12.86,Historical
Tuscany,1960,1055.39,12.5,Historical
Tuscany,1961,789.27,13.12,Historical
Tuscany,1962,712.45,12.09,Historical
Tuscany,1963,893.3,12.08,Historical
Tuscany,1964,920.82,12.51,Historical
Tuscany,1965,814.42,11.86,Historical
Tuscany,1966,923.06,12.58,Historical
Tuscany,1967,642.83,12.52,Historical
Tuscany,1968,799.41,12.26,Historical
Tuscany,1969,842.49,12.18,Historical
Tuscany,1970,663.25,12.32,Historical
Tuscany,1971,674.5,12.33,Historical
Tuscany,1972,806.63,12.32,Historical
Tuscany,1973,696.67,12.36,Historical
Tuscany,1974,640.98,12.42,Historical
Tuscany,1975,844.47,12.44,Historical
Tuscany,1976,958.66,12.15,Historical
Tuscany,1977,778.36,12.47,Historical
Tuscany,1978,870.77,11.82,Historical
Tuscany,1979,964.51,12.51,Historical
Tuscany,1980,880.12,11.85,Historical
Tuscany,1981,757.04,12.21,Historical
Tuscany,1982,807.05,13.04,Historical
Tuscany,1983,668.89,12.57,Historical
Tuscany,1984,1017.2,11.97,Historical
Tuscany,1985,672.47,12.52,Historical
Tuscany,1986,811.38,12.64,Historical
Tuscany,1987,891.55,12.66,Historical
Tuscany,1988,684.45,12.99,Historical
Tuscany,1989,716.75,12.62,Historical
Tuscany,1990,847.38,13.1,Historical
Tuscany,1991,864.24,12.37,Historical
Tuscany,1992,852.65,13.06,Historical
Tuscany,1993,742.77,12.76,Historical
Tuscany,1994,695.95,13.59,Historical
Tuscany,1995,740.29,12.75,Historical
Tuscany,1996,981.05,12.51,Historical
Tuscany,1997,717.37,13.42,Historical
Tuscany,1998,727.25,13.13,Historical
Tuscany,1999,819.35,13.18,Historical
Tuscany,2000,759.55,13.53,Historical
Tuscany,2001,746.06,13.33,Historical
Tuscany,2002,947.22,13.63,Historical
Tuscany,2003,637.95,13.68,Historical
Tuscany,2004,842.22,13.16,Historical
Tuscany,2005,828.9,12.67,Historical
Tuscany,2006,577.73,13.57,Historical
Tuscany,2007,589.71,13.79,Historical
Tuscany,2008,928.34,13.52,Historical
Tuscany,2009,724.39,13.67,Historical
Tuscany,2010,929.74,12.81,Historical
Tuscany,2011,615.22,14.04,Historical
Tuscany,2012,671.36,13.69,Historical
Tuscany,2013,823.82,13.35,Historical
Tuscany,2014,947.22,14.18,Historical
Tuscany,2015,533.9,14.09,Historical
Tuscany,2016,666.11,13.92,Historical
Tuscany,2017,526.84,13.76,Historical
Tuscany,2018,716.55,14.5,Historical
Tuscany,2019,880.93,14.13,Historical
Tuscany,2020,744.08,14.17,Historical
Veneto,1901,1004.62,11.86,Historical
Veneto,1902,763.09,12.2,Historical
Veneto,1903,863.32,12.36,Historical
Veneto,1904,804.4,12.93,Historical
Veneto,1905,1013.02,12.19,Historical
Veneto,1906,803.38,12.25,Historical
Veneto,1907,751.69,12.23,Historical
Veneto,1908,577.91,11.97,Historical
Veneto,1909,835.9,11.75,Historical
Veneto,1910,1005.44,12.37,Historical
Veneto,1911,860.49,12.9,Historical
Veneto,1912,823.07,12.06,Historical
Veneto,1913,815.17,12.32,Historical
Veneto,1914,885.84,12.26,Historical
Veneto,1915,951.33,12.12,Historical
Veneto,1916,1056.18,12.74,Historical
Veneto,1917,836.21,11.93,Historical
Veneto,1918,822.31,12.35,Historical
Veneto,1919,824.74,11.91,Historical
Veneto,1920,835.97,13.34,Historical
Veneto,1921,475.71,13.23,Historical
Veneto,1922,728.62,12.09,Historical
Veneto,1923,741.34,12.83,Historical
Veneto,1924,799.48,12.39,Historical
Veneto,1925,772.54,12.3,Historical
Veneto,1926,861.16,13.06,Historical
Veneto,1927,794.46,13.03,Historical
Veneto,1928,849.81,12.98,Historical
Veneto,1929,728.5,12.38,Historical
Veneto,1930,801.31,13.06,Historical
Veneto,1931,668.17,12.2,Historical
Veneto,1932,858.79,12.64,Historical
Veneto,1933,915.15,11.9,Historical
Veneto,1934,959.31,13.31,Historical
Veneto,1935,849.6,12.44,Historical
Veneto,1936,827.24,12.79,Historical
Veneto,1937,1142.57,12.76,Historical
Veneto,1938,592.08,12.59,Historical
Veneto,1939,755.2,12.5,Historical
Veneto,1940,850.03,11.59,Historical
Veneto,1941,808.49,11.8,Historical
Veneto,1942,623.78,12.67,Historical
Veneto,1943,657.04,13.43,Historical
Veneto,1944,734.96,12.19,Historical
Veneto,1945,510.64,13.08,Historical
Veneto,1946,682.2,13.11,Historical
Veneto,1947,808.85,13.23,Historical
Veneto,1948,880.54,13.23,Historical
Veneto,1949,724.55,13.25,Historical
Veneto,1950,702.3,13.35,Historical
Veneto,1951,1008.34,13.33,Historical
Veneto,1952,746.88,12.54,Historical
Veneto,1953,812.23,13.12,Historical
Veneto,1954,740.59,12.23,Historical
Veneto,1955,854.23,12.44,Historical
Veneto,1956,773.2,11.85,Historical
Veneto,1957,778.09,13.1,Historical
Veneto,1958,862.77,13.13,Historical
Veneto,1959,994.39,13.35,Historical
Veneto,1960,1147.05,12.86,Historical
Veneto,1961,751.89,13.59,Historical
Veneto,1962,739.57,12.08,Historical
Veneto,1963,938.24,12.4,Historical
Veneto,1964,872.54,12.85,Historical
Veneto,1965,952.18,12.07,Historical
Veneto,1966,883.18,13.06,Historical
Veneto,1967,667.86,13.0,Historical
Veneto,1968,840.69,12.7,Historical
Veneto,1969,741.93,12.6,Historical
Veneto,1970,642.4,12.37,Historical
Veneto,1971,623.88,12.9,Historical
Veneto,1972,881.27,12.89,Historical
Veneto,1973,700.69,12.72,Historical
Veneto,1974,712.16,13.0,Historical
Veneto,1975,866.11,13.22,Historical
Veneto,1976,904.5,12.54,Historical
Veneto,1977,886.29,13.02,Historical
Veneto,1978,931.38,12.2,Historical
Veneto,1979,900.39,12.73,Historical
Veneto,1980,789.22,12.17,Historical
Veneto,1981,868.61,12.49,Historical
Veneto,1982,862.64,13.37,Historical
Veneto,1983,627.51,13.17,Historical
Veneto,1984,939.1,12.38,Historical
Veneto,1985,693.21,12.68,Historical
Veneto,1986,769.13,12.91,Historical
Veneto,1987,877.14,12.7,Historical
Veneto,1988,731.86,13.33,Historical
Veneto,1989,809.94,13.29,Historical
Veneto,1990,737.1,13.61,Historical
Veneto,1991,785.96,12.76,Historical
Veneto,1992,811.76,13.65,Historical
Veneto,1993,708.63,13.32,Historical
Veneto,1994,775.28,14.29,Historical
Veneto,1995,946.92,13.13,Historical
Veneto,1996,1045.8,12.7,Historical
Veneto,1997,717.84,13.74,Historical
Veneto,1998,731.16,13.65,Historical
Veneto,1999,801.83,13.56,Historical
Veneto,2000,769.52,14.13,Historical
Veneto,2001,752.69,13.6,Historical
Veneto,2002,929.29,14.24,Historical
Veneto,2003,623.61,14.08,Historical
Veneto,2004,949.22,13.48,Historical
Veneto,2005,770.82,13.01,Historical
Veneto,2006,625.42,13.84,Historical
Veneto,2007,711.8,14.26,Historical
Veneto,2008,838.4,14.01,Historical
Veneto,2009,823.16,13.99,Historical
Veneto,2010,890.54,13.11,Historical
Veneto,2011,637.0,14.42,Historical
Veneto,2012,792.65,14.12,Historical
Veneto,2013,898.71,13.8,Historical
Veneto,2014,1014.3,14.71,Historical
Veneto,2015,735.48,14.55,Historical
Veneto,2016,890.73,14.27,Historical
Veneto,2017,792.95,14.11,Historical
Veneto,2018,673.29,14.85,Historical
Veneto,2019,931.94,14.68,Historical
Veneto,2020,864.27,14.64,Historical
Cantabria,1901,953.56,10.02,Historical
Cantabria,1902,960.72,10.2,Historical
Cantabria,1903,909.01,10.38,Historical
Cantabria,1904,834.29,10.69,Historical
Cantabria,1905,798.84,10.01,Historical
Cantabria,1906,989.48,10.43,Historical
Cantabria,1907,945.99,10.24,Historical
Cantabria,1908,1050.43,10.51,Historical
Cantabria,1909,857.31,9.97,Historical
Cantabria,1910,1038.96,10.15,Historical
Cantabria,1911,967.63,10.57,Historical
Cantabria,1912,745.51,10.26,Historical
Cantabria,1913,968.79,10.61,Historical
Cantabria,1914,934.38,10.34,Historical
Cantabria,1915,1080.57,10.31,Historical
Cantabria,1916,946.48,10.43,Historical
Cantabria,1917,990.15,9.77,Historical
Cantabria,1918,989.7,10.33,Historical
Cantabria,1919,1272.56,10.14,Historical
Cantabria,1920,682.44,10.6,Historical
Cantabria,1921,705.4,10.94,Historical
Cantabria,1922,885.63,10.27,Historical
Cantabria,1923,1045.75,10.66,Historical
Cantabria,1924,792.97,10.59,Historical
Cantabria,1925,956.15,10.0,Historical
Cantabria,1926,929.6,11.24,Historical
Cantabria,1927,1162.46,10.73,Historical
Cantabria,1928,939.64,10.92,Historical
Cantabria,1929,946.06,10.77,Historical
Cantabria,1930,1078.16,10.92,Historical
Cantabria,1931,924.15,10.43,Historical
Cantabria,1932,1046.87,10.24,Historical
Cantabria,1933,1058.91,10.59,Historical
Cantabria,1934,1005.74,10.62,Historical
Cantabria,1935,1120.43,10.23,Historical
Cantabria,1936,1349.88,10.35,Historical
Cantabria,1937,1217.86,10.95,Historical
Cantabria,1938,913.83,10.54,Historical
Cantabria,1939,1101.41,10.41,Historical
Cantabria,1940,1221.16,10.4,Historical
Cantabria,1941,1167.94,10.08,Historical
Cantabria,1942,994.22,10.62,Historical
Cantabria,1943,924.78,11.16,Historical
Cantabria,1944,814.2,10.49,Historical
Cantabria,1945,828.26,11.38,Historical
Cantabria,1946,942.68,10.49,Historical
Cantabria,1947,1001.51,11.36,Historical
Cantabria,1948,788.37,11.34,Historical
Cantabria,1949,926.99,11.41,Historical
Cantabria,1950,879.83,10.94,Historical
Cantabria,1951,1124.28,10.53,Historical
Cantabria,1952,1112.64,11.06,Historical
Cantabria,1953,816.36,10.85,Historical
Cantabria,1954,909.35,10.49,Historical
Cantabria,1955,1092.11,11.43,Historical
Cantabria,1956,954.12,10.11,Historical
Cantabria,1957,726.48,10.76,Historical
Cantabria,1958,1010.53,11.07,Historical
Cantabria,1959,1267.19,11.37,Historical
Cantabria,1960,1238.51,10.96,Historical
Cantabria,1961,1070.83,11.74,Historical
Cantabria,1962,940.38,10.73,Historical
Cantabria,1963,1036.08,10.26,Historical
Cantabria,1964,883.95,11.05,Historical
Cantabria,1965,1069.99,10.71,Historical
Cantabria,1966,1168.22,11.21,Historical
Cantabria,1967,952.35,10.9,Historical
Cantabria,1968,983.46,11.17,Historical
Cantabria,1969,1064.88,10.46,Historical
Cantabria,1970,867.19,10.91,Historical
Cantabria,1971,1141.53,10.4,Historical
Cantabria,1972,1148.49,10.15,Historical
Cantabria,1973,932.25,10.71,Historical
Cantabria,1974,1005.73,10.6,Historical
Cantabria,1975,1043.29,10.74,Historical
Cantabria,1976,974.37,11.0,Historical
Cantabria,1977,1154.74,10.84,Historical
Cantabria,1978,1085.11,10.87,Historical
Cantabria,1979,1303.0,10.9,Historical
Cantabria,1980,1026.3,10.5,Historical
Cantabria,1981,879.59,11.41,Historical
Cantabria,1982,905.0,11.57,Historical
Cantabria,1983,899.23,11.37,Historical
Cantabria,1984,1108.78,10.7,Historical
Cantabria,1985,872.68,11.1,Historical
Cantabria,1986,889.72,11.06,Historical
Cantabria,1987,945.91,11.42,Historical
Cantabria,1988,897.82,11.44,Historical
Cantabria,1989,875.46,12.41,Historical
Cantabria,1990,857.72,12.23,Historical
Cantabria,1991,832.0,11.32,Historical
Cantabria,1992,1004.45,11.38,Historical
Cantabria,1993,930.67,11.06,Historical
Cantabria,1994,928.19,12.07,Historical
Cantabria,1995,884.2,12.36,Historical
Cantabria,1996,1198.53,11.4,Historical
Cantabria,1997,1300.26,12.55,Historical
Cantabria,1998,803.48,11.82,Historical
Cantabria,1999,1008.88,11.92,Historical
Cantabria,2000,1071.07,11.87,Historical
Cantabria,2001,897.07,11.72,Historical
Cantabria,2002,1016.97,11.95,Historical
Cantabria,2003,1049.95,12.32,Historical
Cantabria,2004,915.15,11.76,Historical
Cantabria,2005,829.92,11.77,Historical
Cantabria,2006,906.75,12.49,Historical
Cantabria,2007,886.6,11.66,Historical
Cantabria,2008,1098.09,11.56,Historical
Cantabria,2009,935.85,12.28,Historical
Cantabria,2010,982.22,11.4,Historical
Cantabria,2011,770.93,12.55,Historical
Cantabria,2012,814.69,11.9,Historical
Cantabria,2013,1208.53,11.68,Historical
Cantabria,2014,1012.91,12.6,Historical
Cantabria,2015,867.51,12.42,Historical
Cantabria,2016,980.67,12.17,Historical
Cantabria,2017,815.23,12.54,Historical
Cantabria,2018,1135.12,12.35,Historical
Cantabria,2019,1078.83,12.47,Historical
Cantabria,2020,969.82,12.82,Historical
California,1901,557.73,13.56,Historical
California,1902,614.28,13.0,Historical
California,1903,503.5,13.11,Historical
California,1904,701.05,13.7,Historical
California,1905,529.42,13.35,Historical
California,1906,836.31,13.46,Historical
California,1907,676.8,13.07,Historical
California,1908,459.32,12.96,Historical
California,1909,871.01,12.83,Historical
California,1910,383.03,13.61,Historical
California,1911,612.9,12.34,Historical
California,1912,486.47,12.61,Historical
California,1913,562.68,12.93,Historical
California,1914,663.47,13.49,Historical
California,1915,668.46,13.25,Historical
California,1916,687.01,12.74,Historical
California,1917,356.06,13.27,Historical
California,1918,537.16,13.23,Historical
California,1919,463.45,12.96,Historical
California,1920,570.47,12.74,Historical
California,1921,570.01,13.39,Historical
California,1922,627.97,12.81,Historical
California,1923,341.04,13.12,Historical
California,1924,402.66,13.41,Historical
California,1925,497.83,13.46,Historical
California,1926,611.53,14.42,Historical
California,1927,644.84,13.44,Historical
California,1928,429.95,13.88,Historical
California,1929,336.08,13.6,Historical
California,1930,433.57,13.53,Historical
California,1931,613.28,14.24,Historical
California,1932,383.15,13.33,Historical
California,1933,481.67,13.16,Historical
California,1934,472.17,14.76,Historical
California,1935,566.58,13.25,Historical
California,1936,647.12,14.11,Historical
California,1937,719.42,13.47,Historical
California,1938,738.21,13.4,Historical
California,1939,412.72,13.94,Historical
California,1940,864.07,14.24,Historical
California,1941,943.35,13.45,Historical
California,1942,572.01,13.38,Historical
California,1943,600.43,13.78,Historical
California,1944,598.01,13.01,Historical
California,1945,680.31,13.41,Historical
California,1946,453.29,13.17,Historical
California,1947,332.89,13.61,Historical
California,1948,501.78,12.57,Historical
California,1949,391.07,13.0,Historical
California,1950,639.01,13.8,Historical
California,1951,610.9,13.29,Historical
California,1952,751.77,13.16,Historical
California,1953,424.09,13.32,Historical
California,1954,601.11,13.43,Historical
California,1955,563.52,12.83,Historical
California,1956,456.37,13.19,Historical
California,1957,614.86,13.42,Historical
California,1958,722.86,14.4,Historical
California,1959,393.57,14.37,Historical
California,1960,543.88,13.86,Historical
California,1961,420.96,13.71,Historical
California,1962,567.66,13.39,Historical
California,1963,644.18,13.29,Historical
California,1964,551.01,13.05,Historical
California,1965,608.44,13.11,Historical
California,1966,478.14,13.83,Historical
California,1967,624.79,13.63,Historical
California,1968,527.86,13.69,Historical
California,1969,806.05,13.59,Historical
California,1970,706.23,13.78,Historical
California,1971,444.56,12.91,Historical
California,1972,431.54,13.48,Historical
California,1973,739.55,13.5,Historical
California,1974,560.57,13.68,Historical
California,1975,518.87,12.87,Historical
California,1976,359.1,13.59,Historical
California,1977,459.39,13.95,Historical
California,1978,788.05,13.83,Historical
California,1979,647.47,13.86,Historical
California,1980,608.41,13.88,Historical
California,1981,659.12,14.49,Historical
California,1982,835.0,12.88,Historical
California,1983,1124.15,13.76,Historical
California,1984,473.18,14.11,Historical
California,1985,389.54,13.45,Historical
California,1986,607.82,14.34,Historical
California,1987,529.93,14.0,Historical
California,1988,455.48,14.21,Historical
California,1989,380.58,13.76,Historical
California,1990,368.71,13.78,Historical
California,1991,513.2,13.82,Historical
California,1992,650.1,14.51,Historical
California,1993,703.97,13.76,Historical
California,1994,473.83,13.91,Historical
California,1995,847.45,14.48,Historical
California,1996,806.16,14.77,Historical
California,1997,545.6,14.15,Historical
California,1998,899.99,13.11,Historical
California,1999,452.91,13.34,Historical
California,2000,581.38,13.85,Historical
California,2001,640.45,14.1,Historical
California,2002,477.8,13.87,Historical
California,2003,575.96,14.48,Historical
California,2004,615.99,14.32,Historical
California,2005,762.09,14.22,Historical
California,2006,604.0,14.2,Historical
California,2007,361.29,14.17,Historical
California,2008,447.72,14.04,Historical
California,2009,425.63,14.07,Historical
California,2010,742.42,13.86,Historical
California,2011,489.67,13.43,Historical
California,2012,615.98,14.43,Historical
California,2013,217.4,14.27,Historical
California,2014,523.14,15.77,Historical
California,2015,414.75,15.42,Historical
California,2016,637.88,15.08,Historical
California,2017,665.46,15.08,Historical
California,2018,504.09,14.97,Historical
California,2019,741.23,14.52,Historical
California,2020,329.87,15.18,Historical
New York,1901,1096.04,6.65,Historical
New York,1902,1089.88,6.75,Historical
New York,1903,1103.9,6.75,Historical
New York,1904,987.93,5.21,Historical
New York,1905,1029.31,6.3,Historical
New York,1906,976.17,7.06,Historical
New York,1907,976.79,5.87,Historical
New York,1908,862.1,7.1,Historical
New York,1909,933.77,6.64,Historical
New York,1910,970.48,6.75,Historical
New York,1911,945.14,7.22,Historical
New York,1912,995.07,6.21,Historical
New York,1913,992.95,7.94,Historical
New York,1914,925.59,6.19,Historical
New York,1915,1035.16,7.05,Historical
New York,1916,976.66,6.68,Historical
New York,1917,997.96,5.2,Historical
New York,1918,1009.56,6.75,Historical
New York,1919,988.09,7.48,Historical
New York,1920,1008.12,6.57,Historical
New York,1921,896.84,8.47,Historical
New York,1922,972.35,7.4,Historical
New York,1923,873.89,6.51,Historical
New York,1924,944.34,6.03,Historical
New York,1925,1035.04,6.94,Historical
New York,1926,999.46,5.58,Historical
New York,1927,1103.19,7.22,Historical
New York,1928,965.87,7.09,Historical
New York,1929,1058.4,6.99,Historical
New York,1930,800.2,7.55,Historical
New York,1931,934.67,8.38,Historical
New York,1932,1058.26,7.66,Historical
New York,1933,926.02,7.64,Historical
New York,1934,862.11,6.73,Historical
New York,1935,942.12,6.58,Historical
New York,1936,998.85,7.05,Historical
New York,1937,1092.77,7.61,Historical
New York,1938,1030.07,7.91,Historical
New York,1939,862.72,7.19,Historical
New York,1940,1009.46,5.97,Historical
New York,1941,796.6,7.62,Historical
New York,1942,1094.43,7.42,Historical
New York,1943,985.45,6.44,Historical
New York,1944,934.81,7.26,Historical
New York,1945,1245.8,7.21,Historical
New York,1946,946.84,7.89,Historical
New York,1947,1086.99,7.34,Historical
New York,1948,1026.72,7.31,Historical
New York,1949,908.39,8.7,Historical
New York,1950,1069.48,7.05,Historical
New York,1951,1104.67,7.53,Historical
New York,1952,995.26,8.02,Historical
New York,1953,968.57,8.7,Historical
New York,1954,1101.53,7.53,Historical
New York,1955,992.03,7.73,Historical
New York,1956,1002.9,6.85,Historical
New York,1957,870.77,7.73,Historical
New York,1958,1048.21,6.46,Historical
New York,1959,1047.27,7.76,Historical
New York,1960,922.8,7.1,Historical
New York,1961,964.71,7.32,Historical
New York,1962,910.05,6.66,Historical
New York,1963,825.4,6.56,Historical
New York,1964,775.12,7.49,Historical
New York,1965,835.73,6.84,Historical
New York,1966,883.11,6.99,Historical
New York,1967,984.62,6.85,Historical
New York,1968,1000.83,6.87,Historical
New York,1969,973.96,7.01,Historical
New York,1970,955.38,6.97,Historical
New York,1971,974.28,7.12,Historical
New York,1972,1245.39,6.46,Historical
New York,1973,1089.03,8.27,Historical
New York,1974,1032.76,7.1,Historical
New York,1975,1145.61,7.79,Historical
New York,1976,1180.25,6.56,Historical
New York,1977,1236.74,7.26,Historical
New York,1978,952.42,6.32,Historical
New York,1979,1060.64,7.29,Historical
New York,1980,899.23,6.75,Historical
New York,1981,1002.71,7.26,Historical
New York,1982,933.98,7.08,Historical
New York,1983,1143.46,7.72,Historical
New York,1984,1055.64,7.52,Historical
New York,1985,964.27,7.29,Historical
New York,1986,1116.78,7.45,Historical
New York,1987,981.46,7.78,Historical
New York,1988,873.23,7.34,Historical
New York,1989,1075.73,6.82,Historical
New York,1990,1245.17,8.65,Historical
New York,1991,927.54,8.59,Historical
New York,1992,1063.5,6.76,Historical
New York,1993,1038.52,7.0,Historical
New York,1994,1064.88,7.17,Historical
New York,1995,923.95,7.65,Historical
New York,1996,1249.17,7.2,Historical
New York,1997,960.45,6.88,Historical
New York,1998,1036.09,9.06,Historical
New York,1999,967.49,8.37,Historical
New York,2000,1165.9,7.04,Historical
New York,2001,870.44,8.16,Historical
New York,2002,1113.14,8.24,Historical
New York,2003,1196.14,6.86,Historical
New York,2004,1135.52,7.17,Historical
New York,2005,1136.95,7.85,Historical
New York,2006,1221.93,8.7,Historical
New York,2007,1106.5,7.75,Historical
New York,2008,1205.9,7.69,Historical
New York,2009,1056.43,7.25,Historical
New York,2010,1093.54,8.59,Historical
New York,2011,1357.96,8.51,Historical
New York,2012,1024.42,9.49,Historical
New York,2013,1170.83,7.87,Historical
New York,2014,1113.08,7.31,Historical
New York,2015,1065.28,8.01,Historical
New York,2016,927.62,9.03,Historical
New York,2017,1211.94,8.65,Historical
New York,2018,1287.17,8.37,Historical
New York,2019,1197.89,8.04,Historical
New York,2020,1048.49,9.18,Historical
Oregon,1901,633.49,8.14,Historical
Oregon,1902,761.98,7.81,Historical
Oregon,1903,613.18,7.61,Historical
Oregon,1904,781.7,8.48,Historical
Oregon,1905,519.09,8.12,Historical
Oregon,1906,693.98,8.55,Historical
Oregon,1907,765.86,8.23,Historical
Oregon,1908,512.62,8.03,Historical
Oregon,1909,753.67,7.64,Historical
Oregon,1910,607.49,8.28,Historical
Oregon,1911,523.23,7.3,Historical
Oregon,1912,777.69,7.64,Historical
